doi|title|authors|author_corresponding|author_corresponding_institution|date|version|type|license|category|jatsxml|abstract|published|server
10.1101/182493|Optimizing scoring function of dynamic programming of pairwise profile alignment using derivative free neural network|Yamada, K. D.|Kazunori D. Yamada|Tohoku University|2017-09-04|1|new results|cc_no|bioinformatics|https://www.biorxiv.org/content/early/2017/09/04/182493.source.xml|A profile comparison method with position-specific scoring matrix (PSSM) is one of the most accurate alignment methods. Currently, cosine similarity and correlation coefficient are used as scoring functions of dynamic programming to calculate similarity between PSSMs. However, it is unclear that these functions are optimal for profile alignment methods. At least, by definition, these functions cannot capture non-linear relationships between profiles. Therefore, in this study, we attempted to discover a novel scoring function, which was more suitable for the profile comparison method than the existing ones. Firstly we implemented a new derivative free neural network by combining the conventional neural network with evolutionary strategy optimization method. Next, using the framework, the scoring function was optimized for aligning remote sequence pairs. Nepal, the pairwise profile aligner with the novel scoring function significantly improved both alignment sensitivity and precision, compared to aligners with the existing functions. Nepal improved alignment quality because of adaptation to remote sequence alignment and increasing the expressive power of similarity score. The novel scoring function can be realized using a simple matrix operation and easily incorporated into other aligners. With our scoring function, the performance of homology detection and/or multiple sequence alignment for remote homologous sequences would be further improved.|NA|biorxiv
10.1101/183970|ASaiM: a Galaxy-based framework to analyze raw shotgun data from microbiota|Batut, B.; Gravouil, K.; Defois, C.; Hiltemann, S.; Brugere, J.-F.; Peyretaillade, E.; Peyret, P.|Bérénice  Batut|Bioinformatics group, University Freiburg|2017-09-04|1|new results|cc_by|bioinformatics|https://www.biorxiv.org/content/early/2017/09/04/183970.source.xml|BackgroundNew generation of sequencing platforms coupled to numerous bioinformatics tools has led to rapid technological progress in metagenomics and metatranscriptomics to investigate complex microorganism communities. Nevertheless, a combination of different bioinformatic tools remains necessary to draw conclusions out of microbiota studies. Modular and user-friendly tools would greatly improve such studies.\n\nFindingsWe therefore developed ASaiM, an Open-Source Galaxy-based framework dedicated to microbiota data analyses. ASaiM provides a curated collection of tools to explore and visualize taxonomic and functional information from raw amplicon, metagenomic or metatranscriptomic sequences. To guide different analyses, several customizable workflows are included. All workflows are supported by tutorials and Galaxy interactive tours to guide the users through the analyses step by step. ASaiM is implemented as Galaxy Docker flavour. It is scalable to many thousand datasets, but also can be used a normal PC. The associated source code is available under Apache 2 license at https://github.com/ASaiM/framework and documentation can be found online (http://asaim.readthedocs.io/)\n\nConclusionsBased on the Galaxy framework, ASaiM offers sophisticated analyses to scientists without command-line knowledge. ASaiM provides a powerful framework to easily and quickly explore microbiota data in a reproducible and transparent environment.|10.1093/gigascience/giy057|biorxiv
10.1101/184069|Catch-slip behavior observed upon rupturing membrane-cytoskeleton bonds|Rajasekharan, V.; Sreenivasan, V. K. A.; Pereira, F. A.; Farrell, B.|Brenda  Farrell|Baylor College of Medicine|2017-09-04|1|new results|cc_by_nc_nd|biophysics|https://www.biorxiv.org/content/early/2017/09/04/184069.source.xml|"Cells are capable of cytoskeleton remodeling in response to environmental cues at the plasma membrane. The propensity to remodel in response to a mechanical stimulus is reflected in part by the lifetime of the membrane-cytoskeleton bonds upon application of a tensile loading rate. We measure the lifetime and force to rupture membrane-cytoskeleton linkages of a head and neck squamous cell carcinoma (HNSCC) cell line, HN-31 by applying a tensile loading rate (< 60 pN/s) with a handle bound to a cell, while monitoring the displacement of the handle at 2 kHz after averaging. We observe the lifetime increases with loading rate, rf to a maximum after which it decreases with further increase in rf. This biphasic relationship appears insensitive to drugs that target microtubule assembly, but is no longer detectable, i.e., lifetime is independent of rf in cells with reduced active Rho-GTPases. The loading rate-time relationship resembles catch-slip behavior reported upon applying tensile loads to separate protein complexes. Under small loads the bonds catch to increase lifetimes, under larger loads their lifetime shortens and they dissociate in a slip-like manner. Our data conforms to a model that considers the membrane-cytoskeleton bonds exhibit a load-dependent conformational change and dissociate via two pathways. We also find the membrane-cytoskeleton linkages strengthen with stationary compressive load, FSC (|FSC| < 40 pN), and conclude this metastatic cell line responds to small mechanical stimuli by promoting cytoskeleton remodeling as evident by observing F-actin within the membrane nanotube (10 {micro}m length) formed after bond rupture."|NA|biorxiv
10.1101/183863|Project Dhaka: Variational Autoencoder for Unmasking Tumor Heterogeneity from Single Cell Genomic Data|Rashid, S.; Shah, S.; Pandya, R.|Ravi  Pandya|Microsoft Research|2017-09-04|1|confirmatory results|cc_no|genomics|https://www.biorxiv.org/content/early/2017/09/04/183863.source.xml|Intra-tumor heterogeneity is one of the key confounding factors in deciphering tumor evolution. Malignant cells will have variations in their gene expression, copy numbers, and mutation even when coming from a single tumor. Single cell sequencing of tumor cells is of paramount importance for unmasking the underlying the tumor heterogeneity. However extracting features from the single cell genomic data coherent with the underlying biology is computationally challenging, given the extremely noisy and sparse nature of the data. Here we are proposing  Dhaka a variational autoencoder based single cell analysis tool to transform genomic data to a latent encoded feature space that is more efficient in differentiating between the hidden tumor subpopulations. This technique is generalized across different types of genomic data such as copy number variation from DNA sequencing and gene expression data from RNA sequencing. We have tested the method on two gene expression datasets having 4K to 6K tumor cells and two copy number variation datasets having 250 to 260 tumor cells. Analysis of the encoded feature space revealed sub-populations of cells bearing distinct genomic signatures and the evolutionary relationship between them, which other existing feature transformation methods like t-SNE and PCA fail to do.|10.1093/bioinformatics/btz095|biorxiv
10.1101/183921|The genome of Trichoplusia ni, an agricultural pest and novel model for small RNA biology|Fu, Y.; Yang, Y.; Zhang, H.; Farley, G.; Wang, J.; Quarles, K. A.; Weng, Z.; Zamore, P. D.|Phillip D. Zamore|University of Massachusetts Medical School|2017-09-04|1|new results|cc_no|genomics|https://www.biorxiv.org/content/early/2017/09/04/183921.source.xml|The cabbage looper, Trichoplusia ni (Lepidoptera: Noctuidae), is a destructive insect pest that feeds on a wide range of plants. The High Five cell line (Hi5), originally derived from T. ni ovaries, is often used for efficient expression of recombinant proteins. Here, we report a draft assembly of the 368.2 Mb T. ni genome, with 90.6% of all bases assigned to one of its 28 chromosomes and predicted 14,037 predicted protein-coding genes. Manual curation of gene families involved in chemoreception and detoxification reveals T. ni-specific gene expansions that may explain its widespread distribution and rapid adaptation to insecticides. Using male and female genome sequences, we define Z-linked and repeat-rich W-linked sequences. Transcriptome and small RNA data from T. ni thorax, ovary, testis, and Hi5 cells reveal distinct expression profiles for 295 microRNA- and >393 piRNA-producing loci, as well as 39 genes encoding core small RNA pathway proteins. siRNAs target both endogenous transposons and the exogenous TNCL virus. Surprisingly, T. ni siRNAs are not 2{acute}-O-methylated. Five piRNA-producing loci account for 34.9% piRNAs in the ovary, 49.3% piRNAs in the testis, and 44.0% piRNAs in Hi5 cells. Nearly all of the W chromosome is devoted to piRNA production: >76.0% of bases in the assembled W produce piRNAs in ovary. To enable use of the T. ni germline-derived Hi5 cell line as a model system, we have established efficient genome editing and single-cell cloning protocols. Taken together, the T. ni genome provides insights into pest control and allows Hi5 cells to become a new tool for studying small RNAs ex vivo.|10.7554/eLife.31628|biorxiv
10.1101/183939|What the structural-functional connectome reveals about brain aging: The key role of the fronto-striatal-thalamic circuit and the rejuvenating impact of physical activity|Bonifazi, P.; Erramuzpe, A.; Diez, I.; Gabilondo, I.; Boisgontier, M.; Pauwels, L.; Stramaglia, S.; Swinnen, S.; Cortes, J.|Jesus  Cortes|BioCruces HRI|2017-09-04|1|new results|cc_no|neuroscience|https://www.biorxiv.org/content/early/2017/09/04/183939.source.xml|Physiological ageing affects brain structure and function impacting its morphology, connectivity and performance. However, at which extent brain-connectivity metrics reflect the age of an individual and whether treatments or lifestyle factors such as physical activity influence the age-connectivity match is still unclear. Here, we assessed the level of physical activity and collected brain images from healthy participants (N=155) ranging from 10 to 80 years to build functional (resting-state) and structural (tractography) connectivity matrices that were combined as connectivity descriptors. Connectivity descriptors were used to compute a maximum likelihood age estimator that was optimized by minimizing the mean absolute error. The connectivity-based estimated age, i.e. the brain-connectome age (BCA), was compared to the chronological age (ChA). Our results were threefold. First, we showed that ageing widely affects the structural-functional connectivity of multiple structures, such as the anterior part of the default mode network, basal ganglia, thalamus, insula, cingulum, hippocampus, parahippocampus, occipital cortex, fusiform, precuneus and temporal pole. Second, our analysis showed that the structure-function connectivity between basal ganglia and thalamus to orbitofrontal and frontal areas make a major contribution to age estimation. Third, we found that high levels of physical activity reduce BCA as compared to ChA, and vice versa, low levels increment it. In conclusion, the BCA model results highlight the impact of physical activity and the key role played by the connectivity between basal ganglia and thalamus to frontal areas on the process of healthy aging. Notably, the same methodology can be generally applied both to evaluate the impact of other factors and therapies on brain ageing, and to identify the structural-functional brain connectivity correlate of other biomarkers than ChA.|10.1002/hbm.24312|biorxiv
10.1101/183905|Low-intensity focused ultrasound alters the latency and spatial patterns of sensory-evoked cortical responses in vivo.|Fisher, J. A. N.; Gumenchuk, I.|Jonathan A. N. Fisher|New York Medical College|2017-09-04|1|new results|cc_no|neuroscience|https://www.biorxiv.org/content/early/2017/09/04/183905.source.xml|The use of transcranial, low intensity focused ultrasound (FUS) is an emerging neuromodulation technology that shows promise for both therapeutic and research applications. Compared with other noninvasive neuromodulation approaches, key technical advantages include high lateral resolution of stimulation and deep penetration depth. However, empirically observed effects in vivo are diverse; for example, variations in sonication location and waveform can alternatively elicit putatively inhibitory or excitatory effects. At a fundamental level, it is unclear how FUS alters the function of neural circuits at the site of sonication. To address this knowledge gap, we developed an approach to optically interrogate the spatiotemporal patterns of neural activity in the cortex directly at the acoustic focus, thereby offering a glimpse into the local effects of FUS on distributed populations of neurons in vivo. Our experiments probed electrical activity through the use of voltage sensitive dyes (VSDs) and, in transgenic GCaMP6f mice, monitored associated Ca2+ responses. Our results directly demonstrate that low-intensity FUS adjusts both the kinetics and spatial patterns of sensory receptive fields at the acoustic focus in vivo. Although our experimental configuration limits interpretation to population activity, the use of VSDs ensures that the detected alterations reflect activity in cortical neurons, unobscured by signals in subcortical or laterally distant cortical regions. More generally, this optical measurement paradigm can be implemented to observe FUS-induced alterations in cortical representation with higher lateral resolution spatial versatility than is practical through more conventional electrodebased measurements. Our findings suggest that reports of FUS-induced sensory modulation in human studies may partly reflect alterations cortical representation and reactivity.|10.1088/1741-2552/aaaee1|biorxiv
10.1101/183954|Neurophysiological signatures of duration and rhythm prediction across sensory modalities|Chang, A. Y.-C.; Seth, A. K.; Roseboom, W.|Acer Yu-Chan Chang|Araya Inc.|2017-09-04|1|new results|cc_by_nd|neuroscience|https://www.biorxiv.org/content/early/2017/09/04/183954.source.xml|Effective behaviour and cognition requires the ability to make predictions about the temporal properties of events, such as duration. It is well known that violations of temporal structure within sequences of stimuli lead to neurophysiological effects known as the (temporal) mismatch negativity (TMMN). However, previous studies investigating this phenomenon have typically presented successive stimulus intervals (i.e., durations) within a rhythmic structure, conflating the contributions of rhythmic temporal processing with those specific to duration. In a novel behavioural paradigm which extends the classic temporal oddball design, we examined the neurophysiological correlates of prediction violation under both rhythmically (isochronous) and arrhythmically (anisochronous) presented durations, in visual and auditory modalities. Using event-related potential (ERP), multivariate pattern analysis (MVPA), and temporal generalisation analysis (TGA) analyses, we found evidence for common, and distinct neurophysiological responses related to duration predictions and their violation, across isochronous and anisochronous conditions. Further, using TGA we could directly compare processes underlying duration prediction violation across different modalities, despite differences in processing latency of audition and vision. We discovered a common set of neurophysiological responses that are elicited whenever a duration prediction is violated, regardless of presentation modality, indicating the existence of a supramodal duration prediction mechanism. Altogether, our data show that the human brain encodes predictions specifically about duration, in addition to those from rhythmic structure, and that the neural underpinnings of these predictions generalize across modalities. These findings support the idea that time perception is based on similar principles of inference as characterize  predictive processing theories of perception.|NA|biorxiv
10.1101/184010|Ahr and Cyp1a2 genotypes both affect susceptibility to motor deficits following gestational and lactational exposure to polychlorinated biphenyls|Colter, B. T.; Garber, H. F.; Fleming, S. M.; Fowler, J. P.; Harding, G. D.; Hooven, M. K.; Howes, A. A.; Infante, S. K.; Lang, A. L.; MacDougall, M. C.; Stegman, M.; Taylor, K.; Curran, C. P.|Christine Perdan Curran|Northern Kentucky University|2017-09-04|1|new results|cc_by_nc_nd|pharmacology and toxicology|https://www.biorxiv.org/content/early/2017/09/04/184010.source.xml|Polychlorinated biphenyls (PCBs) are persistent organic pollutants known to cause adverse health effects and linked to neurological deficits in both human and animal studies. Children born to exposed mothers are at highest risk of learning and memory and motor deficits. We developed a mouse model that mimics human variation in the aryl hydrocarbon receptor and cytochrome P450 1A2 (CYP1A2) to determine if genetic variation increases susceptibility to developmental PCB exposure. In our previous studies, we found that high-affinity AhrbCyp1a2(-/-) and poor-affinity AhrdCyp1a2(-/-) knockout mice were most susceptible to learning and memory deficits following developmental PCB exposure compared with AhrbCyp1a2(+/+) wild type mice (C57BL/6J strain). Our follow-up studies focused on motor deficits, because human studies have identified PCBs as a potential risk factor for Parkinsons disease. Dams were treated with an environmentally relevant PCB mixture at gestational day 10 and postnatal day 5. We used a motor battery that included tests of nigrostriatal function as well as cerebellar function, because PCBs deplete thyroid hormone, which is essential to normal cerebellar development. There was a significant effect of PCB treatment in the rotarod test with impaired performance in all three genotypes, but decreased motor learning as well in the two Cyp1a2(-/-) knockout lines. Interestingly, we found a main effect of genotype with corn oil-treated control Cyp1a2(-/-) mice performing significantly worse than Cyp1a2(+/+) wild type mice. In contrast, we found that PCB-treated high-affinity Ahrb mice were most susceptible to disruption of nigrostriatal function with the greatest deficits in AhrbCyp1a2(-/-) mice. We conclude that differences in both genes affect susceptibility to motor deficits following developmental PCB exposure.|10.1016/j.neuro.2018.01.008|biorxiv
10.1101/184291|MERIT: a Mutation Error Rate Identification Toolkit for Ultra-deep Sequencing Applications|Hadigol, M.; Khiabanian, H.|Hossein  Khiabanian|Rutgers University|2017-09-04|1|new results|cc_no|bioinformatics|https://www.biorxiv.org/content/early/2017/09/04/184291.source.xml|Rapid progress in high-throughput sequencing (HTS) has enabled the molecular characterization of mutational landscapes in heterogeneous populations and has improved our understanding of clonal evolution processes. Analyzing the sensitivity of detecting genomic mutations in HTS requires comprehensive profiling of sequencing artifacts. To this end, we introduce MERIT, designed for in-depth quantification of erroneous substitutions and small insertions and deletions, specifically for ultra-deep applications. MERIT incorporates an all-inclusive variant caller and considers genomic context, including the nucleotides immediately at 5' and 3', thereby establishing error rates for 96 possible substitutions as well as four singlebase and 16 double-base indels. We apply MERIT to ultra-deep sequencing data (1,300,000x) and show a significant relationship between error rates and genomic contexts. We devise an in silico approach to determine the optimal sequencing depth, where errors occur at rates similar to those of true mutations. Finally, we assess nucleotide-incorporation fidelity of four high-fidelity DNA polymerases in clinically relevant loci, and demonstrate how fixed detection thresholds may result in substantial false positive as well as false negative calls.|10.1186/s12859-018-2223-1|biorxiv
10.1101/184150|Improving Min Hash via the Containment Index with applications to Metagenomic Analysis|Koslicki, D.; Zabeti, H.|David  Koslicki|Oregon State University|2017-09-04|1|new results|cc_by|bioinformatics|https://www.biorxiv.org/content/early/2017/09/04/184150.source.xml|Min hash is a probabilistic method for estimating the similarity of two sets in terms of their Jaccard index, defined as the ration of the size of their intersection to their union. We demonstrate that this method performs best when the sets under consideration are of similar size and the performance degrades considerably when the sets are of very different size. We introduce a new and efficient approach, called the containment min hash approach, that is more suitable for estimating the Jaccard index of sets of very different size. We accomplish this by leveraging another probabilistic method (in particular, Bloom filters) for fast membership queries. We derive bounds on the probability of estimate errors for the containment min hash approach and show it significantly improves upon the classical min hash approach. We also show significant improvements in terms of time and space complexity. As an application, we use this method to detect the presence/absence of organisms in a metagenomic data set, showing that it can detect the presence of very small, low abundance microorganisms.|NA|biorxiv
10.1101/184184|Sporosarcina pasteurii can form nanoscale crystals on cell surface|Bhaduri, S.; Ghosh, T.; Montemagno, C.; Kumar, A.|Aloke  Kumar|Indian Institute of Science|2017-09-04|1|new results|cc_by|biophysics|https://www.biorxiv.org/content/early/2017/09/04/184184.source.xml|Using a semi-solid 0.5% agar column, we study the phenomenon of microbially induced mineral (calcium carbonate) by the bacteria Sporosarcina pasteurii. Our platform allows for in-situ visualization of the phenomena, and we found clear evidence of bacterial cell surface facilitating formation of nanoscale crystals. Moreover, in the bulk agar we found the presence of microspheres, which seem to arise from an aggregation of nanoscale crystals with needle like morphology. Extensive chemical characterization confirmed that the crystals to be calcium carbonate, and two different polymorphs (calcite and vaterite) were identified.|10.1371/journal.pone.0210339|biorxiv
10.1101/184143|Cardiac enriched BAF chromatin remodeling complex subunit Baf60c regulates gene expression programs essential for heart development and function|Sun, X.; Hota, S.; Zhou, Y.-Q.; Novak, S.; Miguel-Perez, D.; Christodoulou, D.; Seidman, C.; Seidman, J.; Gregorio, C.; Henkelman, M.; Rossant, J.; Bruneau, B.|Benoit  Bruneau|Gladstone Institutes|2017-09-04|1|new results|cc_by_nd|developmental biology|https://www.biorxiv.org/content/early/2017/09/04/184143.source.xml|How gene networks controlling organ-specific properties are modulated by chromatin remodeling complexes is not well understood. Baf60c (Smarcd3) encodes a cardiac-enriched subunit of the SWI/SNF-like BAF chromatin complex. Its role throughout heart development is not fully understood. We show that constitutive loss of Baf60c leads to embryonic cardiac hypoplasia and pronounced cardiac dysfunction. Conditional deletion of Baf60c in cardiomyocytes results in postnatal dilated cardiomyopathy with impaired contractile function. Baf60c regulates a gene expression program that includes genes encoding contractile proteins, modulators of sarcomere function, and cardiac metabolic genes. Many of the genes deregulated in Baf60c null embryos are targets of the MEF2/SRF co-factor Myocardin (MYOCD). In a yeast two-hybrid screen we identify MYOCD as a BAF60c interacting factor; we show that BAF60c and MYOCD directly and functionally interact. We conclude that Baf60c is essential for coordinating a program of gene expression that regulates the fundamental functional properties of cardiomyocytes.|10.1242/bio.029512|biorxiv
10.1101/122309|Draft genome of the Heterotardigrade Milnesium tardigradum sheds light on ecdysozoan evolution|Bemm, F. M.; Burleigh, L.; Foerster, F.; Schmucki, R.; Ebeling, M.; Janzen, C.; Dandekar, T.; Schill, R.; Certa, U.; Schultz, J.|Felix Mathias Bemm|Max Planck Institute for Developmental Biology|2017-09-04|1|new results|cc_by_nc_nd|evolutionary biology|https://www.biorxiv.org/content/early/2017/09/04/122309.source.xml|Tardigrades are among the most stress tolerant animals and survived even unassisted exposure to space in low earth orbit. Still, the adaptations leading to these unusual physiological features remain unclear. Even the phylogenetic position of this phylum within the Ecdysozoa is unclear. Complete genome sequences might help to address these questions as genomic adaptations can be revealed and phylogenetic reconstructions can be based on new markers. Here, we present a first draft genome of a species from the family Milnesiidae, namely Milnesium tardigradum. We consistently place M. tardigradum and the two previously sequenced Hypsibiidae species, Hypsibius dujardini and Ramazzottius varieornatus, as sister group of the nematodes with the arthropods as outgroup. Based on this placement, we identify a massive gene loss thus far attributed to the nematodes which predates their split from the tardigrades. We provide a comprehensive catalog of protein domain expansions linked to stress response and show that previously identified tardigrade-unique proteins are erratically distributed across the genome of M. tardigradum. We further suggest alternative pathways to cope with high stress levels that are yet unexplored in tardigrades and further promote the phylum Tardigrada as a rich source of stress protection genes and mechanisms.|NA|biorxiv
10.1101/122309|Draft genome of the Eutardigrade Milnesium tardigradum sheds light on ecdysozoan evolution|Bemm, F. M.; Burleigh, L.; Foerster, F.; Schmucki, R.; Ebeling, M.; Janzen, C.; Dandekar, T.; Schill, R.; Certa, U.; Schultz, J.|Felix Mathias Bemm|Max Planck Institute for Developmental Biology|2017-09-05|2|new results|cc_by_nc_nd|evolutionary biology|https://www.biorxiv.org/content/early/2017/09/05/122309.source.xml|Tardigrades are among the most stress tolerant animals and survived even unassisted exposure to space in low earth orbit. Still, the adaptations leading to these unusual physiological features remain unclear. Even the phylogenetic position of this phylum within the Ecdysozoa is unclear. Complete genome sequences might help to address these questions as genomic adaptations can be revealed and phylogenetic reconstructions can be based on new markers. Here, we present a first draft genome of a species from the family Milnesiidae, namely Milnesium tardigradum. We consistently place M. tardigradum and the two previously sequenced Hypsibiidae species, Hypsibius dujardini and Ramazzottius varieornatus, as sister group of the nematodes with the arthropods as outgroup. Based on this placement, we identify a massive gene loss thus far attributed to the nematodes which predates their split from the tardigrades. We provide a comprehensive catalog of protein domain expansions linked to stress response and show that previously identified tardigrade-unique proteins are erratically distributed across the genome of M. tardigradum. We further suggest alternative pathways to cope with high stress levels that are yet unexplored in tardigrades and further promote the phylum Tardigrada as a rich source of stress protection genes and mechanisms.|NA|biorxiv
10.1101/184283|Codon usage bias in animals: disentangling the effects of natural selection, effective population size and GC-biased gene conversion|Galtier, N.; Roux, C.; Rousselle, M.; Romiguier, J.; Figuet, E.; Glemin, S.; Bierne, N.; Duret, L.|Nicolas  Galtier|University Montpellier - CNRS|2017-09-04|1|new results|cc_by_nc_nd|evolutionary biology|https://www.biorxiv.org/content/early/2017/09/04/184283.source.xml|Selection on codon usage bias is well documented in a number of microorganisms. Whether codon usage is also generally shaped by natural selection in large organisms, despite their relatively small effective population size (Ne), is unclear. Codon usage bias in animals has only been studied in a handful of model organisms so far, and can be affected by confounding, non-adaptive processes such as GC-biased gene conversion and experimental artefacts. Using population transcriptomics data we analysed the relationship between codon usage, gene expression, allele frequency distribution and recombination rate in 31 non-model species of animals, each from a different family, covering a wide range of effective population sizes. We disentangled the effects of translational selection and GC-biased gene conversion on codon usage by separately analysing GC-conservative and GC-changing mutations. We report evidence for effective translational selection on codon usage in large-Ne species of animals, but not in small-Ne ones, in agreement with the nearly neutral theory of molecular evolution. C- and T-ending codons are generally preferred over synonymous G- and A-ending ones, for reasons that remain to be determined. In contrast, we uncovered a conspicuous effect of GC-biased gene conversion, which is widespread in animals and the main force determining the fate of AT{leftrightarrow}GC mutations. Intriguingly, the strength of its effect was uncorrelated with Ne.|10.1093/molbev/msy015|biorxiv
10.1101/184200|Dissemination of Cryptococcus neoformans via localised proliferation and blockage of blood vessels|Gibson, J.; Evans, R.; Bojarczuk, A.; Hotham, R.; Lagendijk, A.; Hogan, B.; Ingham, P.; Renshaw, S.; Johnston, S.|Simon  Johnston|University of Sheffield|2017-09-04|1|new results|cc_by|microbiology|https://www.biorxiv.org/content/early/2017/09/04/184200.source.xml|Cryptococcus neoformans is an opportunistic fungal pathogen that can cause life-threatening cryptoccocal meningitis, predominantly within immunocompromised individuals. Cortical infarcts are observed in as many as 30% of cryptococcal meningitis cases, being particularly common in severe infection. Limited clinical case studies suggest infarcts are secondary to vasculitis and blood vessel damage caused by cryptococcal infection. However, the cause of infarcts in cryptococcal infection has not been determined. To examine potential causes of vascular damage and cryptococcal dissemination in cryptococcal infection, the zebrafish C. neoformans infection model was used. We demonstrate that spread of cryptococci from the vasculature occurs at sites where cryptococci grow within the blood vessels, originating from a single or small number of cryptococci. We find that cryptococcal cells become trapped within the vasculature and can proliferate there resulting in vasodilation. Localised cryptococcal growth in the vasculature is also associated with sites of dissemination - in some cases simultaneously with a loss of blood vessel integrity. Using a cell-cell junction protein reporter (VE-cadherin) we identified sites dissemination associated with both intact blood vessels and where vessel rupture occurred. Thus, we have identified a mechanism for blood vessel damage during cryptococcal infection that may represent a cause of the vascular damage and cortical infarction observed in cryptococcal meningitis.\n\nAuthor summaryHuman infection by the fungal pathogen, Cryptococcus neoformans, can lead to life-threatening cryptococcal meningitis. In severe cases of cryptococcal meningitis, a lack of blood supply can cause tissue death and a resulting area of dead tissue (infarct) in the brain. Although vasculature inflammation in known to occur in cryptococcal meningitis, the cause of infarcts in unknown. Using a zebrafish model of cryptococcal infection, the growth and dissemination of fungal cells was observed over time. We show that cryptococcal cells become trapped and proliferate in the vasculature, resulting in cryptococcoma that damage the blood vessels. We propose that vessel damage results from increased blood pressure caused by cryptococci blocking blood vessels suggesting that the vascular damage that ensues on cryptococcoma formation may in turn be a cause of infarct formation seen in cryptococcal meningitis.|NA|biorxiv
10.1101/184226|Characterization of antioxidant properties and metabolite profile of Agave atrovirens extracts|Olvera-Garcia, V.; Granado-Serrano, A. B.; Jove, M.; Cassanye, A.; Cardador-Martinez, A.; Portero-Otin, M.; Serrano, J.|Jose  Serrano|University of Lleida|2017-09-04|1|new results|cc_by_nd|pharmacology and toxicology|https://www.biorxiv.org/content/early/2017/09/04/184226.source.xml|Agave spp. is widely analyzed because several functional properties have been described. Some minor bioactive compounds such as polyphenols, saponins and Maillard compounds produced during extraction procedures have been reported to exert antioxidant properties. The objective of this study was to elucidate the antioxidant properties of three different Agave atrovirens extracts in a HepG2 cell culture assay. The three extracts analyzed mostly showed antioxidant properties with an increase in NRF2 content in nuclear extracts. However, a differential response was observed in the reduction of protein oxidative damage in the three extracts analyzed, the crude extract being the one that mainly induced a reduction in oxidative damage. Metabolomic analysis was performed to elucidate the potential molecules responsible for the antioxidant properties, where 2-amino-4-methylphenol could be the main candidate responsible for inducing the transcription of cellular antioxidant response elements. It could be concluded that crude extract of Agave atrovirens may increase the cellular antioxidant defense system, with a reduction in oxidative damage|NA|biorxiv
10.1101/184259|ARIGAN: Synthetic Arabidopsis Plants using Generative Adversarial Network|Giuffrida, M. V.; Scharr, H.; Tsaftaris, S. A.|Mario Valerio  Giuffrida|IMT Lucca|2017-09-04|1|new results|cc_by_nc_nd|plant biology|https://www.biorxiv.org/content/early/2017/09/04/184259.source.xml|In recent years, there has been an increasing interest in image-based plant phenotyping, applying state-of-the-art machine learning approaches to tackle challenging problems, such as leaf segmentation (a multi-instance problem) and counting. Most of these algorithms need labelled data to learn a model for the task at hand. Despite the recent release of a few plant phenotyping datasets, large annotated plant image datasets for the purpose of training deep learning algorithms are lacking. One common approach to alleviate the lack of training data is dataset augmentation. Herein, we propose an alternative solution to dataset augmentation for plant phenotyping, creating artificial images of plants using generative neural networks. We propose the Arabidopsis Rosette Image Generator (through) Adversarial Network: a deep convolutional network that is able to generate synthetic rosette-shaped plants, inspired by DC-GAN (a recent adversarial network model using convolutional layers). Specifically, we trained the network using A1, A2, and A4 of the CVPPP 2017 LCC dataset, containing Arabidopsis Thaliana plants. We show that our model is able to generate realistic 128 x 128 colour images of plants. We train our network conditioning on leaf count, such that it is possible to generate plants with a given number of leaves suitable, among others, for training regression based models. We propose a new Ax dataset of artificial plants images, obtained by our ARIGAN. We evaluate this new dataset using a state-of-the-art leaf counting algorithm, showing that the testing error is reduced when Ax is used as part of the training data.|NA|biorxiv
10.1101/184333|The Perceptual Shaping of Anticipatory Actions|Maffei, G.; Herreros, I.; Sanchez-Fibla, M.; Friston, K. J.; Verschure, P. F. M. J.|Ivan  Herreros|UPF - IBEC|2017-09-04|1|new results|cc_by_nc_nd|neuroscience|https://www.biorxiv.org/content/early/2017/09/04/184333.source.xml|Humans display anticipatory motor responses to minimize the adverse effects of predictable perturbations. A widely accepted explanation for this behavior relies on the notion of an inverse model that, learning from motor errors, anticipates corrective responses. Here, we propose and validate the alternative hypothesis that anticipatory control can be realized through a cascade of purely sensory predictions that drive the motor system, reflecting the causal sequence of the perceptual events preceding the error. We compare both hypotheses in a simulated anticipatory postural adjustment task. We observe that adaptation in the sensory domain, but not in the motor one, supports the robust and generalizable anticipatory control characteristic of biological systems. Our proposal unites the neurobiology of the cerebellum with the theory of active inference and provides a concrete implementation of its core tenets with great relevance both to our understanding of biological control systems and, possibly, to their emulation in complex artefacts.|10.1098/rspb.2017.1780|biorxiv
